Year,Composer,Lyricist,Song,Lyrics
2023,عزيز الشافعي,أيمن بهجت قمر,المعنويات مرتفعة,"المعنويات مرتفعة
عيشة زمان دي ما هيش نافعة
المعنويات مرتفعة
عيشة زمان دي ما هيش نافعة

عيشة زمان زمان
عيشة زمان زمان
عيشة زمان دي ما هيش نافعة

مافيش خلاص حد له حاجة عندي
مافيش من العين دي ومن العين دي
دا مافيش خلاص حد له حاجة عندي
مافيش من العين دي ومن العين دي
ما يعرفوش قلبتي أنا وعِندي
أنا فقت أنا
أنا فقت أنا
أنا فقت وهرد الصفعة

المعنويات مرتفعة
عيشة زمان دي ما هيش نافعة
المعنويات مرتفعة
عيشة زمان دي ما هيش نافعة

كلامي ويا اللي يكلمني
وسعادتي ويا اللي يطمني
أنا كنت صابر وملصمني
ناقصني كام زقة ودفعة
البال خلاص لايق ومكبر
واللي يضايقني بسيبه ولا أعبر
أنا فوق دا كله ومزاجي أكبر
من حظي هاخد كام دفعة

مافيش خلاص حد له حاجة عندي
مافيش من العين دي ومن العين دي
دا مافيش خلاص حد له حاجة عندي
مافيش من العين دي ومن العين دي
ما يعرفوش قلبتي أنا وعِندي
أنا فقت أنا
أنا فقت أنا
أنا فقت وهرد الصفعة

المعنويات مرتفعة
عيشة زمان دي ما هيش نافعة
المعنويات مرتفعة
عيشة زمان دي ما هيش نافعة

عيشة زمان زمان
عيشة زمان زمان
عيشة زمان دي ما هيش نافعة"
2023,عمرو دياب,مصطفى حدوتة,يا قمر,"يا قمر لو في إتنين منك، هيكونوا إتنين قمرات
يا قمر لو في تلاتة منك هيبقوا الأهرامات
يا قمر لو في إتنين منك، هيكونوا إتنين قمرات
يا قمر لو في تلاتة منك هيبقوا الأهرامات
لو كان في أربعة منك أنا أحب أربع مرات
ويا نجمة لو خمسة منك هديكوا خمس نجمات
ويا ستي لو ستة منك أنا أموت أنا في الستات
بس إنتي مافيش زيك تاني واحدة ومالكيش إخوات

يا قمر لو في إتنين منك، هيكونوا إتنين قمرات
يا قمر لو في تلاتة منك هيبقوا الأهرامات

يا قمر لو في إتنين منك، هيكونوا إتنين قمرات
يا قمر لو في تلاتة منك هيبقوا الأهرامات
لو كان في أربعة منك أنا أحب أربع مرات
ويا نجمة لو خمسة منك هديكوا خمس نجمات
ويا ستي لو ستة منك أنا أموت أنا في الستات
لو سبعة هيبقوا عجايب الدنيا بس في شكل بنات
بس إنتي مافيش زيك تاني واحدة ومالكيش إخوات

يا قمر لو في إتنين منك، هيكونوا إتنين قمرات
يا قمر لو في تلاتة منك هيبقوا الأهرامات



يا قمر لو في إتنين منك، هيكونوا إتنين قمرات
يا قمر لو في تلاتة منك هيبقوا الأهرامات
لو كان في أربعة منك أنا أحب أربع مرات
ويا نجمة لو خمسة منك هديكوا خمس نجمات
ويا ستي لو ستة منك أنا أموت أنا في الستات
بس إنتي مافيش زيك تاني واحدة ومالكيش أخوات
لو كان فيه تمانية منك، أنا هبقى بتمن قلوب
لو تسعة أنا هسعى وعارف من المرة التاسعة هدوب
لو عشرة أبصم بالعشرة إن مافيش في العشرة عيوب
لو عشرة أبصم بالعشرة إن مافيش في العشرة عيوب
ممنوع تتقارني بغيرك ولو الممنوع مرغوب
بس إنتي مافيش زيك تاني واحدة والباقي مش محسوب

يا قمر لو في إتنين منك، هيكونوا إتنين قمرات
يا قمر لو في تلاتة منك هيبقوا الأهرامات

لو كان في حداشر منك، كانوا شغلوا المية مليون
وإتناشر منك دستة بكذا طعم وكذا لون
ولو أكتر من كدا هبقى أسعد واحد في الكون
ولو أكتر من كدا هبقى أسعد واحد في الكون
لو نص الكون كانوا إنتي، النص التاني أنا أكون
بس إنتي مافيش زيك تاني واحدة والباقي مش مضمون

إنتي نسخة واحدة
مش زي أي واحدة
يا حبيبتي دا إنتي فرصة
بتجي في العمر مرة واحدة
إنتي نسخة واحدة
مش زي أي واحدة
يا حبيبتي دا إنتي فرصة
بتجي في العمر مرة واحدة"
1991,عمرو دياب,مجدي النجار,حبيبي,"حبيبي
يا مالك قلبي بالهوى
يا مالك قلبي بالهوى
خدني معاك خدني
خدني للهوى
خدني معاك خدني
خدني للهوى
للهوى حبيبي
يا مالك قلبي بالهوى
يا مالك قلبي بالهوى
خدني معاك خدني
خدني للهوى
خدني معاك خدني
خدني للهوى
للهوى حبيبي

حبيبي
إنت داري بإنشغالي ولا حبك شيء خيالي
إنت داري بإنشغالي ولا حبك شيء خيالي

حبيبي
يا مالك قلبي بالهوى
يا مالك قلبي بالهوى
خدني معاك خدني
خدني للهوى
للهوى

لو صدقت عيوني لو حسيت بحناني
كانوا عينيك عشقوني وما كنتش تنساني
لو صدقت عيوني لو حسيت بحناني
كانوا عينيك عشقوني وما كنتش تنساني
وكنت كمان تقوللي كمان
وأغنيلك في كل مكان
كنت كمان تقوللي كمان
وأغنيلك في كل مكان

حبيبي
يا مالك قلبي بالهوى
يا مالك قلبي بالهوى
خدني معاك خدني
خدني للهوى
للهوى

لو حسيت بحنيني وعذابي في أشواقي
كنت أكيد هتجيني، كنت كرهت فراقي
لو حسيت بحنيني وعذابي في أشواقي
كنت أكيد هتجيني، كنت كرهت فراقي
وكنت كمان تقوللي كمان
وأغنيلك في كل مكان
كنت كمان تقوللي كمان
وأغنيلك في كل مكانحبيبي
يا مالك قلبي بالهوى
يا مالك قلبي بالهوى
خدني معاك خدني
خدني للهوى
خدني معاك خدني
خدني للهوى
للهوى حبيبي

حبيبي
إنت داري بإنشغالي ولا حبك شيء خيالي
إنت داري بإنشغالي ولا حبك شيء خيالي

حبيبي
يا مالك قلبي بالهوى
يا مالك قلبي بالهوى
خدني معاك خدني
خدني للهوى
للهوىحبيبي
يا مالك قلبي بالهوى
يا مالك قلبي بالهوى
خدني معاك خدني
خدني للهوى
خدني معاك خدني
خدني للهوى
للهوى حبيبي

حبيبي
إنت داري بإنشغالي ولا حبك شيء خيالي
إنت داري بإنشغالي ولا حبك شيء خيالي

حبيبي
يا مالك قلبي بالهوى
يا مالك قلبي بالهوى
خدني معاك خدني
خدني للهوى
للهوىحبيبي
يا مالك قلبي بالهوى
يا مالك قلبي بالهوى
خدني معاك خدني
خدني للهوى
خدني معاك خدني
خدني للهوى
للهوى حبيبي

حبيبي
إنت داري بإنشغالي ولا حبك شيء خيالي
إنت داري بإنشغالي ولا حبك شيء خيالي


حبيبي
يا مالك قلبي بالهوى
يا مالك قلبي بالهوى
خدني معاك خدني
خدني للهوى
للهوى
"
1991,عمرو دياب,مدحت العدل,ورماني الشوق,"خليتني نسيت العالم وإنت لوحدك حبيتك
خليتني نسيت العالم وإنت لوحدك حبيتك
جايين بيقولوا أفتكرك هو أنا من إمتى نسيتك

ورماني الشوق يا حبيبي وبكل هوايا ناديتك
ورماني الشوق يا حبيبي وبكل هوايا ناديتك
جايين بيقولوا أفتكرك هو أنا من إمتى نسيتك
جايين بيقولوا أفتكرك هو أنا من إمتى نسيتك
ورماني الشوق يا حبيبي وبكل هوايا ناديتك
ورماني الشوق يا حبيبي وبكل هوايا ناديتك
جايين بيقولوا أفتكرك هو أنا من إمتى نسيتك
جايين بيقولوا أفتكرك هو أنا من إمتى نسيتك

ده أنا همس شفايفك لسه في بعادك عايش فيه
وإزاي القلب هينسى وإنت اللي مليت لياليه
ده أنا همس شفايفك لسه في بعادك عايش فيه
وإزاي القلب هينسى وإنت اللي مليت لياليه

خليتني نسيت العالم وإنت لوحدك حبيتك
خليتني نسيت العالم وإنت لوحدك حبيتك
جايين بيقولوا أفتكرك هو أنا من إمتى نسيتك

ورماني الشوق يا حبيبي وبكل هوايا ناديتك
ورماني الشوق يا حبيبي وبكل هوايا ناديتك
جايين بيقولوا أفتكرك هو أنا من إمتى نسيتك
جايين بيقولوا أفتكرك هو أنا من إمتى نسيتك

على طول ولآخر عمري أنا هفضل عايش ليك
ولا نجمة تنور سهري أجمل من ضي عينيك
على طول ولآخر عمري أنا هفضل عايش ليك
ولا نجمة تنور سهري أجمل من ضي عينيك

خليتني نسيت العالم وإنت لوحدك حبيتك
خليتني نسيت العالم وإنت لوحدك حبيتك
جايين بيقولوا أفتكرك هو أنا من إمتى نسيتك

ورماني الشوق يا حبيبي وبكل هوايا ناديتك
ورماني الشوق يا حبيبي وبكل هوايا ناديتك
جايين بيقولوا أفتكرك هو أنا من إمتى نسيتك
جايين بيقولوا أفتكرك هو أنا من إمتى نسيتك

خليتني نسيت العالم وإنت لوحدك حبيتك
خليتني نسيت العالم وإنت لوحدك حبيتك
خليتني نسيت العالم وإنت لوحدك حبيتك
خليتني نسيت العالم وإنت لوحدك حبيتك
خليتني نسيت العالم وإنت لوحدك حبيت"
1991,عمرو دياب,مدحت العدل,إيه بس اللي رماك,"يه إيه إيه إيه
 إيه بس اللي رماك تعشق تاني يا قلبي
 إيه إيه إيه إيه
 أعمل إيه وياك، ما بتقدرش تخبي
 إيه إيه إيه إيه
 إيه بس اللي رماك تعشق تاني يا قلبي
 إيه إيه إيه إيه
 أعمل إيه وياك، ما بتقدرش تخبي
 إيه إيه إيه إيه
 
 بعد ما قولنا خلاص من الأشواق إرتاحنا
 جانا في وسط الناس رمش عنيها جرحنا
 بعد ما قولنا خلاص من الأشواق إرتاحنا
 جانا في وسط الناس رمش عنيها جرحنا
 فجأة لقيتك عاشق عاشق طب وأنا إيه ذنبي
 
 إيه إيه إيه إيه
 إيه بس اللي رماك تعشق تاني يا قلبي
 إيه إيه إيه إيه
 أعمل إيه وياك، ما بتقدرش تخبي
 إيه إيه إيه إيه
 
 إيه إيه إيه إيه
 إيه بس اللي رماك تعشق تاني يا قلبي
 إيه إيه إيه إيه
 أعمل إيه وياك، ما بتقدرش تخبي
 إيه إيه إيه إيه
 
 ياما أيام وسنين عدت ولا حبينا
 نصبح كدا عاشقين وتسهر ليالينا
 ياما أيام وسنين عدت ولا حبينا
 نصبح كدا عاشقين وتسهر ليالينا
 ترجع تاني اللهفة والأشواق تلعب
 
 إيه إيه إيه إيه
 إيه بس اللي رماك تعشق تاني يا قلبي
 إيه إيه إيه إيه
 أعمل إيه وياك، ما بتقدرش تخبي
 إيه إيه إيه إيه
 إيه بس اللي رماك تعشق تاني يا قلبي
 إيه إيه إيه إيه
 أعمل إيه وياك، ما بتقدرش تخبي
 إيه إيه إيه إيه
 "
1991,فاروق الشرنوبي,مجدي النجار,إلا معاك,"من بعد ما حسيت بهواك
مين دا اللي هيقدر ينساك
من بعد ما صدقت عيونك
مش ممكن أعيش إلا معاك
من بعد ما حسيت بهواك
مين دا اللي هيقدر ينساك
من بعد ما صدقت عيونك
مش ممكن أعيش إلا معاك

من أول إحساس يا حبيبي
حبيتك وعرفت نصيبي
من أول إحساس يا حبيبي
حبيتك وعرفت نصيبي
وعشقت الحب اللي نداني
وعشقت الشوق اللي نداك

من بعد ما حسيت بهواك
مين دا اللي هيقدر ينساك
من بعد ما حسيت بهواك
مين دا اللي هيقدر ينساك
من بعد ما صدقت عيونك
مش ممكن أعيش إلا معاك

مش بحلم غير وإنت معايا
يا مسافر دايماً جوايا
مش بحلم غير وإنت معايا
يا مسافر دايماً جوايا
لو هقدر أبعد يوم عنك
أنا هبعد عنك

من بعد ما حسيت بهواك
مين دا اللي هيقدر ينساك
من بعد ما صدقت عيونك
مش ممكن أعيش إلا معاك

من بعد ما حسيت بهواك
مين دا اللي هيقدر ينساك
من بعد ما حسيت بهواك
مين دا اللي هيقدر ينساك
من بعد ما صدقت عيونك
مش ممكن أعيش إلا معاك"
1991,عمرو دياب,مدحت العدل,ناوي تعاتب,"ناوي تعاتب، عاتب من غير أي خصام
ناوي تعاتب، عاتب من غير أي خصام
واذا كان عندك كلمة، لا دا أنا عندي كلام
إذا كان عندك كلمة، لا دا أنا عندى كلام
ناوي تعاتب، عاتب من غير أي خصام
ناوي تعاتب، عاتب من غير أي خصام
واذا كان عندك كلمة، لا دا أنا عندي كلام
إذا كان عندك كلمة، لا دا أنا عندى كلام

بيني وبينك إيه غير الهوا، ريحني
أنا سهران لياليك وإنت اللي بتجرحني
بيني وبينك إيه غير الهوا، ريحني
أنا سهران لياليك وإنت هنا بتجرحني
حتى في عز خصامنا بهديك أحلى سلام
واذا كان عندك كلمة، لا دا أنا عندي كلام
إذا كان عندك كلمة، لا دا أنا عندى كلام

ناوي تعاتب، عاتب من غير أي خصام
ناوي تعاتب، عاتب من غير أي خصام
واذا كان عندك كلمة، لا دا أنا عندي كلام
إذا كان عندك كلمة، لا دا أنا عندى كلام

أنا بديلك عمري، خدت في حبك إيه
جايز يخلص صبري، ترجع تبكي عليه
وأنا بديلك عمري خدت في حبك إيه
جايز يخلص صبري، ترجع تبكي عليه
وأنا بديلك عمري خدت في حبك إيه
جايز يخلص صبري، ترجع تبكي عليه
مين هيكون لك بعدي جوا عيونه تنام
واذا كان عندك كلمة، لا دا أنا عندي كلام
إذا كان عندك كلمة، لا دا أنا عندي كلام

ناوي تعاتب، عاتب من غير أي خصام
ناوي تعاتب، عاتب من غير أي خصام
واذا كان عندك كلمة، لا دا أنا عندي كلام
إذا كان عندك كلمة، لا دا أنا عندي كلام"
1991,عمرو دياب,مجدي النجار,إخترتك,"إخترتك من البداية وهنبتدي الحكاية
إخترتك من البداية وهنبتدي الحكاية
دا أنا وإنتي بعدنا ياما وإشتاقنا لبعض ياما
أنا وإنتي بعدنا ياما وإشتاقنا لبعض ياما
وإتغربنا كفاية ولا إنتي مش معايا
وإخترتك من البداية

قد ما إحنا بعدنا ياما
وإنجرحنا ياما ياما
قد ما إحنا بعدنا ياما
وإنجرحنا ياما ياما
قد ما إحنا إشتاقنا ياما
للبعاد والشوق نهاية
قد ما إحنا إشتاقنا ياما
للبعاد والشوق نهاية

وإخترتك من البداية وهنبتدي الحكاية
إخترتك من البداية وهنبتدي الحكاية
دا أنا وإنتي بعدنا ياما وإشتاقنا لبعض ياما
أنا وإنتي بعدنا ياما وإشتاقنا لبعض ياما
وإتغربنا كفاية ولا إنتي مش معايا
وإخترتك من البداية

يا ليالي يا ليالي يا ليالي يا ليالي يا ليالي يا ليالي يا ليالي
يا ليالي طمنينا وأوعدينا تبعدينا عن ماضينا
طمنينا وأوعدينا تبعدينا عن ماضينا
هتقربي وهتبعدي وتعاندي فينا
واللي ضاع محسوب علينا يا ليالي يا ليالي
وإخترتك من البداية وهنبتدي الحكاية
إخترتك من البداية وهنبتدي الحكاية
دا أنا وإنتي بعدنا ياما وإشتاقنا لبعض ياما
أنا وإنتي بعدنا ياما وإشتاقنا لبعض ياما
وإتغربنا كفاية ولا إنتي مش معايا

وإخترتك من البداية
قد ما إحنا بعدنا ياما
وإنجرحنا ياما ياما
قد ما إحنا بعدنا ياما
وإنجرحنا ياما ياما
قد ما إحنا إشتاقنا ياما
للبعاد والشوق نهاية
قد ما إحنا إشتاقنا ياما
للبعاد والشوق نهاية

وإخترتك من البداية وهنبتدي الحكاية
إخترتك من البداية وهنبتدي الحكاية
دا أنا وإنتي بعدنا ياما وإشتاقنا لبعض ياما
أنا وإنتي بعدنا ياما وإشتاقنا لبعض ياما
وإتغربنا كفاية ولا إنتي مش معايا
وإتغربنا كفاية ولا إنتي مش معايا
وهنبتدي الحكاية"
1991,عمرو دياب,مدحت العدل,أنا عاشق,"أنا عاشق عنيكي السود، أنا عاشق ودايب دوب
أنا عاشق عنيكي السود، أنا عاشق ودايب دوب
عرفت كتير وشفت كتير وعندك بس أبات مغلوب
أنا عاشق عنيكي السود، أنا عاشق ودايب دوب
أنا عاشق عنيكي السود، أنا عاشق ودايب دوب
عرفت كتير وشفت كتير وعندك بس أبات مغلوب
وأنا عاشق عشقت الليل، بغني الصبر فى المواويل
أنا عاشق عشقت الليل، بغني الصبر فى المواويل
بلف بلاد وراها بلاد وعندك بس أبات مغلوب

وأنا عاشق عشقت الليل، بغني الصبر فى المواويل
وأنا عاشق عشقت الليل، بغني الصبر فى المواويل
بلف بلاد وراها بلاد وعندك بس أبات مغلوب
أنا عاشق ماليش غيرك، وقلبي فى الهوا طيرك
أنا عاشق ماليش غيرك، وقلبي فى الهوا طيرك
ومهما يكون بلف الكون وعندك بس أبات مغلوب
أنا عاشق ماليش غيرك، وقلبي فى الهوا طيرك
ومهما يكون بلف الكون وعندك بس أبات مغلوب

وأنا عاشق وبندهلك تدوقى الحب على مهلك
انا عاشق وبندهلك تدوقى الحب على مهلك
أنا حبيت وياما هويت وعندك بس أبات مغلوب
وأنا عاشق وبندهلك تدوقى الحب على مهلك
انا عاشق وبندهلك تدوقى الحب على مهلك
أنا حبيت وياما هويت وعندك بس أبات مغلوب

أنا عاشق عنيكي السود، أنا عاشق ودايب دوب
أنا عاشق عنيكي السود، أنا عاشق ودايب دوب
عرفت كتير وشفت كتير وعندك بس أبات مغلوب
أنا عاشق عنيكي السود، أنا عاشق ودايب دوب
أنا عاشق عنيكي السود، أنا عاشق ودايب دوب
عرفت كتير وشفت كتير وعندك بس أبات مغلوب"
1991,عمرو دياب,مدحت العدل,مستغرب ليه,"مستغرب ليه إني هسيبك، دلوقتي عرفت إني حبيبك
مستغرب ليه إني هسيبك، دلوقتي عرفت إني حبيبك
دا أنا ياما زمان دُقت الأحزان وتقولي دا قدرك ونصيبك
وتقولي دا قدرك ونصيبك
مستغرب ليه إني هسيبك، دلوقتي عرفت إني حبيبك
مستغرب ليه إني هسيبك، دلوقتي عرفت إني حبيبك
دا أنا ياما زمان دُقت الأحزان وتقولي دا قدرك ونصيبك
وتقولي دا قدرك ونصيبك

دلوقتي عرفت إزاي تشتاق وتقولي تعبت من الأشواق
دلوقتي عرفت إزاي تشتاق وتقولي تعبت من الأشواق
كان فين الحب دا كله زمان، هتقول يا حب هقول يا فراق
هتقول يا حب هقول يا فراق

مستغرب ليه إني هسيبك، دلوقتي عرفت إني حبيبك
مستغرب ليه إني هسيبك، دلوقتي عرفت إني حبيبك
دا أنا ياما زمان دُقت الأحزان وتقولي دا قدرك ونصيبك
وتقولي دا قدرك ونصيبك

دلوقتي خلاص قلبي اللي هواك إتعلم مهما تقول ينساك
دلوقتي خلاص قلبي اللي هواك إتعلم مهما تقول ينساك
مش هقدر أرجع زي زمان، غلطان لو كنت فاكرني ملاك
غلطان لو كنت فاكرني ملاك

مستغرب ليه إني هسيبك، دلوقتي عرفت إني حبيبك
مستغرب ليه إني هسيبك، دلوقتي عرفت إني حبيبك
دا أنا ياما زمان دقت الأحزان وتقولي دا قدرك ونصيبك
وتقولي دا قدرك ونصيبك
مستغرب ليه إني هسيبك، دلوقتي عرفت إني حبيبك
مستغرب ليه إني هسيبك، دلوقتي عرفت إني حبيبك
دا أنا ياما زمان دقت الأحزان وتقولي دا قدرك ونصيبك
وتقولي دا قدرك ونصيبك
مستغرب ليه؟
مستغرب ليه؟
مستغرب ليه؟
مستغرب ليه؟
دا أنا ياما زمان دقت الأحزان وتقولي دا قدرك ونصيبك
وتقولي دا قدرك ونصيبك
مستغرب ليه إني هسيبك، دلوقتي عرفت إني حبيبك
مستغرب ليه إني هسيبك، دلوقتي عرفت إني حبيبك
دا أنا ياما زمان دقت الأحزان وتقولي دا قدرك ونصيبك
وتقولي دا قدرك ونصيبك"
1996,ناصر المزداوي,أحمد شتا,نور العين,"حبيبي يا نور العين يا ساكن خيالي
عاشق بقالي سنين ولا غيرك في بالي
حبيبي يا نور العين يا ساكن خيالي
عاشق بقالي سنين ولا غيرك في بالي

حبيبي يا نور العين يا ساكن خيالي
عاشق بقالي سنين ولا غيرك في بالي
حبيبي يا نور العين يا ساكن خيالي
عاشق بقالي سنين ولا غيرك في بالي

حبيبي، حبيبي، حبيبي يا نور العين
حبيبي، حبيبي، حبيبي يا نور العين
حبيبي، حبيبي، حبيبي يا نور العين
حبيبي، حبيبي، حبيبي يا نور العين
يا ساكن خيالي

أجمل عيون فى الكون أنا شفتها
الله عليك، الله على سحرها
أجمل عيون فى الكون أنا شفتها
الله عليك، الله على سحرها
عيونك معايا، عيونك كفاية
عيونك معايا، عيونك كفاية
تنور ليالي

حبيبي، حبيبي، حبيبي يا نور العين
حبيبي، حبيبي، حبيبي يا نور العين
حبيبي، حبيبي، حبيبي يا نور العين
حبيبي، حبيبي، حبيبي يا نور العين
يا ساكن خيالي
حبيبي يا نور العين يا ساكن خيالي
عاشق بقالي سنين ولا غيرك في بالي

قلبك ناداني وقال بتحبني
الله عليك، الله طمنتني
قلبك ناداني وقال بتحبني
الله عليك، الله طمنتني
معاك البداية، وكل الحكاية
معاك البداية، وكل الحكاية
معاك للنهاية

حبيبي، حبيبي، حبيبي يا نور العين
حبيبي، حبيبي، حبيبي يا نور العين
حبيبي، حبيبي، حبيبي يا نور العين
حبيبي، حبيبي، حبيبي يا نور العين

حبيبي، حبيبي
حبيبي، حبيبي
حبيبي، حبيبي، حبيبي يا نور العين
حبيبي، حبيبي، حبيبي يا نور العين
حبيبي، حبيبي
حبيبي، حبيبي"
1996,عمرو دياب,مجدي النجار,مش هضعف,"أنا مش حضعف ثاني قصادك
أنا مش حرجع أبص ورايا
أنا مش حضعف ثاني قصادك
أنا مش حرجع أبص ورايا
قربك عندي زي بعادك
يعني خلاص مش فارقة معايا

تفتكريني أو تنسيني
مبقاش فيكي شىء يغريني
تفتكريني أو تنسيني
مبقاش فيكي شىء يغريني
تفتكريني أو تنسيني
مبقاش فيكي شىء يغريني
تفتكريني أو تنسيني
مبقاش فيكي شىء يغريني

أنا مش حضعف ثاني قصادك
أنا مش حرجع أبص ورايا
أنا مش حضعف ثاني قصادك
أنا مش حرجع أبص ورايا
قربك عندي زي بعادك
يعني خلاص مش فارقة معايا

تفتكريني أو تنسيني
مبقاش فيكي شىء يغريني
تفتكريني أو تنسيني
مبقاش فيكي شىء يغريني

الأيام اللي أنا عشتها وياكي نسيتها
أيام عدت لا كرهتها ولا حبيتها
الأيام اللي أنا عشتها وياكي نسيتها
أيام عدت لا كرهتها ولا حبيتها
إصحي ومن أحلامك فوقي
ضعفك مش هيرجع شوقي
إصحي ومن أحلامك فوقي
ضعفك مش هيرجع شوقي

تفتكريني أو تنسيني
مبقاش فيكي شىء يغريني
تفتكريني أو تنسيني
مبقاش فيكي شىء يغريني

الأحلام اللي اتهيألي معاكي لقيتها
كانت أجمل حاجة في عمري إتمنيتها
الأحلام اللي اتهيألي معاكي لقيتها
كانت أجمل حاجة في عمري إتمنيتها
إنسي إن إنا هتمنى رجوعك
بعد ما قلبي طفى شموعك
إنسي إن إنا هتمنى رجوعك
بعد ما قلبي طفى شموعك

تفتكريني أو تنسيني
مبقاش فيكي شىء يغريني
تفتكريني أو تنسيني
مبقاش فيكي شىء يغريني

أنا مش حضعف ثاني قصادك
أنا مش حرجع أبص ورايا
أنا مش حضعف ثاني قصادك
أنا مش حرجع أبص ورايا
قربك عندي زي بعادك
يعني خلاص مش فارقة معايا

تفتكريني أو تنسيني
مبقاش فيكي شىء يغريني
تفتكريني أو تنسيني
مبقاش فيكي شىء يغريني

تفتكريني أو تنسيني
مبقاش فيكي شىء يغريني
تفتكريني أو تنسيني
مبقاش فيكي شىء يغريني"
